phase,iteration,game_id,move_number,board_state,player,action_chosen,ucb_chosen,policy_distribution,winner,c_value,temperature,policy_loss,value_loss,predicted_value,final_value
selfplay,0,3,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, -1, -1, 0, 1, 1, 0]",1,2,0.22583476340185918,"[0.1134020618556701, 0.18556701030927836, 0.09278350515463918, 0.1134020618556701, 0.24742268041237114, 0.13402061855670103, 0.1134020618556701]",,2,1.25,,,,
selfplay,0,2,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, -1, 0, -1, 1, 1]",1,5,0.23104278097589423,"[0.11224489795918367, 0.1326530612244898, 0.09183673469387756, 0.11224489795918367, 0.1326530612244898, 0.30612244897959184, 0.11224489795918367]",,2,1.25,,,,
selfplay,0,1,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, -1, -1, 1, 0, 0, 1, 0]",1,3,0.21606733491356972,"[0.11578947368421053, 0.15789473684210525, 0.09473684210526316, 0.18947368421052632, 0.18947368421052632, 0.11578947368421053, 0.1368421052631579]",,2,1.25,,,,
selfplay,0,0,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, -1, -1, 1, 0, 1]",1,2,0.25029766512818136,"[0.1595744680851064, 0.11702127659574468, 0.09574468085106383, 0.1595744680851064, 0.1595744680851064, 0.19148936170212766, 0.11702127659574468]",,2,1.25,,,,
selfplay,0,3,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 1, -1, -1, 0, 1, 1, 0]",-1,5,0.23265777395561985,"[0.13402061855670103, 0.1134020618556701, 0.09278350515463918, 0.1134020618556701, 0.1134020618556701, 0.18556701030927836, 0.24742268041237114]",,2,1.25,,,,
selfplay,0,2,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, -1, 0, -1, 1, 1]",-1,5,0.22703180398433476,"[0.15625, 0.15625, 0.09375, 0.13541666666666666, 0.09375, 0.25, 0.11458333333333333]",,2,1.25,,,,
selfplay,0,1,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, -1, -1, 1, 1, 0, 1, 0]",-1,0,0.24887900604034902,"[0.13402061855670103, 0.24742268041237114, 0.1134020618556701, 0.18556701030927836, 0.09278350515463918, 0.1134020618556701, 0.1134020618556701]",,2,1.25,,,,
selfplay,0,0,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 1, -1, -1, 1, 0, 1]",-1,6,0.23144616300794468,"[0.11224489795918367, 0.11224489795918367, 0.11224489795918367, 0.09183673469387756, 0.1836734693877551, 0.11224489795918367, 0.2755102040816326]",,2,1.25,,,,
selfplay,0,3,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, -1, 0, 1, -1, -1, 0, 1, 1, 0]",1,1,0.21326924020671517,"[0.13541666666666666, 0.15625, 0.09375, 0.11458333333333333, 0.11458333333333333, 0.25, 0.13541666666666666]",,2,1.25,,,,
selfplay,0,2,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, -1, 0, -1, 1, 1]",1,1,0.23383113371350908,"[0.1134020618556701, 0.13402061855670103, 0.27835051546391754, 0.1134020618556701, 0.13402061855670103, 0.1134020618556701, 0.1134020618556701]",,2,1.25,,,,
selfplay,0,1,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 1, 0, -1, -1, 1, 1, 0, 1, 0]",1,5,0.21975254254564655,"[0.11578947368421053, 0.1368421052631579, 0.11578947368421053, 0.15789473684210525, 0.11578947368421053, 0.1368421052631579, 0.22105263157894736]",,2,1.25,,,,
selfplay,0,0,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, -1, 0, 1, -1, -1, 1, 0, 1]",1,1,0.20495684258768743,"[0.1134020618556701, 0.18556701030927836, 0.21649484536082475, 0.09278350515463918, 0.09278350515463918, 0.1134020618556701, 0.18556701030927836]",,2,1.25,,,,
selfplay,0,3,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, -1, 0, 1, -1, -1, 0, 1, 1, 0]",-1,2,0.2015626084853745,"[0.38613861386138615, 0.0891089108910891, 0.0891089108910891, 0.10891089108910891, 0.10891089108910891, 0.10891089108910891, 0.10891089108910891]",,2,1.25,,,,
selfplay,0,2,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -1, 0, 0, 1, -1, 0, -1, 1, 1]",-1,1,0.21923267232983076,"[0.1368421052631579, 0.11578947368421053, 0.1368421052631579, 0.11578947368421053, 0.15789473684210525, 0.11578947368421053, 0.22105263157894736]",,2,1.25,,,,
selfplay,0,1,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 1, 0, -1, -1, 1, 1, 0, 1, 0]",-1,6,0.20711331826671686,"[0.11458333333333333, 0.25, 0.09375, 0.11458333333333333, 0.15625, 0.11458333333333333, 0.15625]",,2,1.25,,,,
selfplay,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, -1, 0, 1, -1, -1, 1, 0, 1]",-1,0,0.21901138071932738,"[0.11458333333333333, 0.13541666666666666, 0.13541666666666666, 0.09375, 0.11458333333333333, 0.1875, 0.21875]",,2,1.25,,,,
selfplay,0,3,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0, -1, 1, 0, 0, -1, 0, 1, -1, -1, 0, 1, 1, 0]",1,0,0.21708499862900435,"[0.1595744680851064, 0.13829787234042554, 0.11702127659574468, 0.19148936170212766, 0.09574468085106383, 0.1595744680851064, 0.13829787234042554]",,2,1.25,,,,
selfplay,0,2,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -1, 0, 0, 1, -1, 0, -1, 1, 1]",1,6,0.22790245970573147,"[0.11224489795918367, 0.30612244897959184, 0.09183673469387756, 0.11224489795918367, 0.15306122448979592, 0.11224489795918367, 0.11224489795918367]",,2,1.25,,,,
selfplay,0,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 1, 0, -1, -1, 1, 1, 0, 1, -1]",1,0,0.2466945579168855,"[0.1368421052631579, 0.11578947368421053, 0.1368421052631579, 0.18947368421052632, 0.18947368421052632, 0.11578947368421053, 0.11578947368421053]",,2,1.25,,,,
selfplay,0,0,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, -1, -1, 1, -1, -1, 1, 0, 1]",1,6,0.23673968797110473,"[0.13402061855670103, 0.1134020618556701, 0.1134020618556701, 0.09278350515463918, 0.18556701030927836, 0.24742268041237114, 0.1134020618556701]",,2,1.25,,,,
selfplay,0,3,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 1, -1, 1, 0, 0, -1, 0, 1, -1, -1, 0, 1, 1, 0]",-1,5,0.21518924753173385,"[0.10891089108910891, 0.10891089108910891, 0.0891089108910891, 0.10891089108910891, 0.0891089108910891, 0.38613861386138615, 0.10891089108910891]",,2,1.25,,,,
selfplay,0,2,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -1, 1, 0, 1, -1, 0, -1, 1, 1]",-1,4,0.225887342994449,"[0.09375, 0.15625, 0.21875, 0.11458333333333333, 0.11458333333333333, 0.11458333333333333, 0.1875]",,2,1.25,,,,
selfplay,0,1,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 1, 0, -1, -1, 1, 1, 0, 1, -1]",-1,1,0.21879558025146845,"[0.1326530612244898, 0.11224489795918367, 0.11224489795918367, 0.11224489795918367, 0.09183673469387756, 0.30612244897959184, 0.1326530612244898]",,2,1.25,,,,
selfplay,0,0,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, 0, -1, -1, 1, -1, -1, 1, 0, 1]",-1,1,0.22609857552709184,"[0.11578947368421053, 0.15789473684210525, 0.11578947368421053, 0.22105263157894736, 0.1368421052631579, 0.11578947368421053, 0.1368421052631579]",,2,1.25,,,,
selfplay,0,3,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, -1, 0, 1, -1, 1, 0, 0, -1, 0, 1, -1, -1, 0, 1, 1, 0]",1,5,0.1972071663209108,"[0.11224489795918367, 0.11224489795918367, 0.09183673469387756, 0.21428571428571427, 0.24489795918367346, 0.11224489795918367, 0.11224489795918367]",,2,1.25,,,,
selfplay,0,2,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 1, 0, 0, 1, 0, 0, -1, -1, 1, 0, 1, -1, 0, -1, 1, 1]",1,3,0.21727527685590586,"[0.13829787234042554, 0.1595744680851064, 0.09574468085106383, 0.1595744680851064, 0.11702127659574468, 0.19148936170212766, 0.13829787234042554]",,2,1.25,,,,
selfplay,0,1,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, -1, 0, -1, -1, 0, 0, 0, 1, 0, -1, -1, 1, 1, 0, 1, -1]",1,1,0.2236458884269398,"[0.15306122448979592, 0.30612244897959184, 0.11224489795918367, 0.11224489795918367, 0.09183673469387756, 0.11224489795918367, 0.11224489795918367]",,2,1.25,,,,
selfplay,0,0,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, 0, -1, -1, 1, -1, -1, 1, 0, 1]",1,6,0.2219779479889345,"[0.1595744680851064, 0.13829787234042554, 0.13829787234042554, 0.09574468085106383, 0.1595744680851064, 0.11702127659574468, 0.19148936170212766]",,2,1.25,,,,
selfplay,0,3,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -1, 0, 0, -1, 0, 1, -1, 1, 0, 0, -1, 0, 1, -1, -1, 0, 1, 1, 0]",-1,0,0.22484922996866058,"[0.30612244897959184, 0.11224489795918367, 0.11224489795918367, 0.1326530612244898, 0.09183673469387756, 0.1326530612244898, 0.11224489795918367]",,2,1.25,,,,
selfplay,0,2,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 1, 0, 0, 1, 0, 0, -1, -1, 1, 0, 1, -1, 1, -1, 1, 1]",-1,0,0.2425677263741628,"[0.15789473684210525, 0.11578947368421053, 0.22105263157894736, 0.09473684210526316, 0.11578947368421053, 0.15789473684210525, 0.1368421052631579]",,2,1.25,,,,
selfplay,0,1,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, -1, 0, -1, -1, 0, 0, 0, 1, 0, -1, -1, 1, 1, 0, 1, -1]",-1,0,0.22942777346904797,"[0.18181818181818182, 0.1111111111111111, 0.1111111111111111, 0.09090909090909091, 0.09090909090909091, 0.30303030303030304, 0.1111111111111111]",,2,1.25,,,,
selfplay,0,0,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, 0, -1, -1, 1, -1, -1, 1, 0, 1]",-1,1,0.22098374020256784,"[0.11458333333333333, 0.11458333333333333, 0.15625, 0.11458333333333333, 0.13541666666666666, 0.25, 0.11458333333333333]",,2,1.25,,,,
selfplay,0,3,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, -1, 0, 0, -1, 0, 1, -1, 1, 0, 0, -1, 0, 1, -1, -1, 0, 1, 1, 0]",1,2,0.23263507414204976,"[0.1134020618556701, 0.1134020618556701, 0.24742268041237114, 0.18556701030927836, 0.1134020618556701, 0.1134020618556701, 0.1134020618556701]",,2,1.25,,,,
selfplay,0,2,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 1, 0, 0, 1, 0, 0, -1, -1, 1, -1, 1, -1, 1, -1, 1, 1]",1,5,0.23005114799476004,"[0.1134020618556701, 0.1134020618556701, 0.27835051546391754, 0.15463917525773196, 0.1134020618556701, 0.1134020618556701, 0.1134020618556701]",,2,1.25,,,,
selfplay,0,1,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, -1, 0, -1, -1, 0, 0, 0, 1, 0, -1, -1, 1, 1, 0, 1, -1]",1,4,0.2258428258003967,"[0.13541666666666666, 0.1875, 0.11458333333333333, 0.09375, 0.09375, 0.1875, 0.1875]",,2,1.25,,,,
selfplay,0,0,14,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, 0, -1, -1, 1, -1, -1, 1, 0, 1]",1,0,0.22991819659880564,"[0.30612244897959184, 0.1326530612244898, 0.11224489795918367, 0.11224489795918367, 0.09183673469387756, 0.1326530612244898, 0.11224489795918367]",,2,1.25,,,,
